ID	DOCULECT	CONCEPT	CONCEPT_ID	GLOTTOLOG	WORD_IS	SEGMENTS_IS	SEGMENTS	COG	COGID
580	Western Xiangxi	I	42	nort2748	we4	w e 4	w e ⁴/	42-1	127
581	Eastern Xiangxi	I	42	east2371	we55	w e 55	w e ⁵⁵	42-1	127
582	Qiandong	I	42	east2369	vi4	v i 4	v i ⁴/	42-1	127
583	Chuanqiandian	I	42	nort3244	ko3	k o 3	k o ³/	42-2	128
584	Diandongbei	I	42	larg1235	ku3	k u 3	k u ³/	42-2	128
585	Hmong Daw	I	42	hmon1333	ku3	k u 3	k u ³/	42-2	128
586	Hmong Njua	I	42	hmon1264	ku2	k u 2	k u ²/	42-2	128
587	Bunu	I	42	buna1273	ɕuŋ3	ɕ u ŋ 3	tɕ u ŋ ³/	42-3	129
588	Baonao	I	42	buna1273	kou3	k o u 3	k o u ³/	42-2	128
589	Numao	I	42	numa1251	ɕuŋ3	ɕ u ŋ 3	tɕ u ŋ ³/	42-3	129
590	Longhua Jiongnai	I	42	jion1236	va31	v a 31	v a ³¹	42-1	127
591	Liuxiang Jiongnai	I	42	jion1236	wa53	w a 53	w a ⁵³	42-1	127
592	Xiaozhai Younuo	I	42	youn1235	vɔ22	v ɔ 22	v ɔ ²²	42-1	127
593	Huangluo Younuo	I	42	youn1235	vɔ22	v ɔ 22	v ɔ ²²	42-1	127
594	Northern Pa-Hng	I	42	pahn1237	vaŋ22	v a ŋ 22	v a ŋ ²²	42-1	127
595	Southern Pa-Hng	I	42	pahn1237	vɦɔ̃31	vɦ ɔ̃ 31	vʱ ɔ̃ ³¹	42-1	127
596	Hm-Nai	I	42	wuna1248	waŋ22	w a ŋ 22	w a ŋ ²²	42-1	127
1	Western Xiangxi	all	1	nort2748	sa5	s a 5	s a ⁵/	1-1	1
2	Eastern Xiangxi	all	1	east2371	xa31	x a 31	x a ³¹	1-3	3
3	Qiandong	all	1	east2369	sɛ4	s ɛ 4	s ɛ ⁴/	1-1	1
4	Chuanqiandian	all	1	nort3244	tǝu1	t ǝ u 1	t ǝ u ¹/	1-2	2
5	Diandongbei	all	1	larg1235	tu5	t u 5	t u ⁵/	1-2	2
6	Hmong Daw	all	1	hmon1333	hu3	h u 3	h u ³/	1-3	3
7	Hmong Njua	all	1	hmon1264	cɨ6	c ɨ 6	ts ɨ ⁶/	1-4	4
8	Bunu	all	1	buna1273	tu5	t u 5	t u ⁵/	1-2	2
9	Baonao	all	1	buna1273	kou5	k o u 5	k o u ⁵/	1-5	5
10	Numao	all	1	numa1251	tey4	t e y 4	t e j ⁴/	1-6	6
11	Longhua Jiongnai	all	1	jion1236	tu44	t u 44	t u ⁴⁴	1-2	2
12	Liuxiang Jiongnai	all	1	jion1236	tu44	t u 44	t u ⁴⁴	1-2	2
13	Xiaozhai Younuo	all	1	youn1235	tou33	t o u 33	t o u ³³	1-2	2
14	Huangluo Younuo	all	1	youn1235	tu33	t u 33	t u ³³	1-2	2
15	Northern Pa-Hng	all	1	pahn1237	tɔ33	t ɔ 33	t ɔ ³³	1-2	2
16	Southern Pa-Hng	all	1	pahn1237	tɦɔ33	tɦ ɔ 33	tʰ ɔ ³³	1-2	2
17	Hm-Nai	all	1	wuna1248	ki̯ei55	k i̯ e i 55	k j e i ⁵⁵	1-7	7
18	Western Xiangxi	ashes	2	nort2748	ʆi3	ʆ i 3	ɕ i ³/	2-1	61
19	Eastern Xiangxi	ashes	2	east2371	pʰi55	pʰ i 55	pʰ i ⁵⁵	2-2	62
20	Qiandong	ashes	2	east2369	ʆʰu3	ʆʰ u 3	ɕ u ³/	2-1	61
21	Chuanqiandian	ashes	2	nort3244	c̢ʰǝu3	c̢ʰ ǝ u 3	ʈʂʰ ǝ u ³/	2-1	61
22	Diandongbei	ashes	2	larg1235	c̢ʰao3	c̢ʰ a o 3	ʈʂʰ a o ³/	2-1	61
23	Hmong Daw	ashes	2	hmon1333	čʰɔw3	čʰ ɔ w 3	tʃʰ ɔ w ³/	2-1	61
24	Hmong Njua	ashes	2	hmon1264	čʰau2	čʰ au 2	tʃʰ a u ²/	2-1	61
25	Bunu	ashes	2	buna1273	ka3=sʰa3	k a 3 =sʰ a 3	k a ³/ → sʰ a ³/	2-1	61
26	Baonao	ashes	2	buna1273	sʰi̯a3	sʰ i̯ a 3	sʰ j a ³/	2-1	61
27	Numao	ashes	2	numa1251	ʆu3	ʆ u 3	ɕ u ³/	2-1	61
28	Longhua Jiongnai	ashes	2	jion1236	tau31=θe53	t au 31 = θ e 53	t a u ³¹ + θ e ⁵³	2-1	61
29	Liuxiang Jiongnai	ashes	2	jion1236	ču35=θey35	č u 35 = θ e y 35	tʃ u ³⁵ + θ e j ³⁵	2-1	61
30	Xiaozhai Younuo	ashes	2	youn1235	cʰɔ22	cʰ ɔ 22	tsʰ ɔ ²²	2-1	61
31	Huangluo Younuo	ashes	2	youn1235	cʰɔ22	cʰ ɔ 22	tsʰ ɔ ²²	2-1	61
32	Northern Pa-Hng	ashes	2	pahn1237	qa22=si22	q a 22 =s i 22	q a ²² + s i ²²	2-1	61
33	Southern Pa-Hng	ashes	2	pahn1237	qa31=ʆe31	q a 31 = ʆ e 31	q a ³¹ + ɕ e ³¹	2-1	61
34	Hm-Nai	ashes	2	wuna1248	ʆi13	ʆ i 13	ɕ i ¹³	2-1	61
35	Western Xiangxi	bark	3	nort2748	qo1=ki̯ɔ5-ntu5	q o 1 = k i̯ ɔ 5 - n t u 5	q o ¹/ + k j ɔ ⁵/ + n t u ⁵/	3-1	81
36	Qiandong	bark	3	east2369	qa1=liu5-tǝu5	q a 1 = l i u 5 - t ǝ u 5	q a ¹/ + l i u ⁵/ + t ǝ u ⁵/	3-2	82
37	Hmong Daw	bark	3	hmon1333	tǝw3-ntõ4	t ǝ w 3 - n t õ 4	t ǝ w ³/ + n t õ ⁴/	3-3	83
38	Hmong Njua	bark	3	hmon1264	taʉ2-ndoŋ3	t a ʉ 2 - n d o ŋ 3	t a ʉ ²/ + n d o ŋ ³/	3-3	83
39	Longhua Jiongnai	bark	3	jion1236	ntɔuŋ35=ki̯eu35	n t ɔ u ŋ 35 = k i̯ e u 35	n t ɔ u ŋ ³⁵ + k j e u ³⁵	3-1	81
40	Liuxiang Jiongnai	bark	3	jion1236	ntaŋ22=ki̯eu22	n t a ŋ 22 = k i̯ e u 22	n t a ŋ ²² + k j e u ²²	3-1	81
41	Northern Pa-Hng	bark	3	pahn1237	qa22=li̯u55-ti̯a35	q a 22 = l i̯ u 55 - t i̯ a 35	q a ²² + l j u ⁵⁵ + t j a ³⁵	3-2	82
42	Southern Pa-Hng	bark	3	pahn1237	qa31=li̯ʉ55-pi̯a35	q a 31 = l i̯ ʉ 55 - p i̯ a 35	q a ³¹ + l j ʉ ⁵⁵ + p j a ³⁵	3-2	82
43	Hm-Nai	bark	3	wuna1248	qʰau35-ca35	qʰ au 35 - c a 35	qʰ a u ³⁵ + ts a ³⁵	3-4	84
44	Western Xiangxi	belly	4	nort2748	qo1=ɕʰi1	q o 1 =ɕʰ i 1	q o ¹/ → tɕʰ i ¹/	4-1	111
45	Eastern Xiangxi	belly	4	east2371	qu53=pi53	q u 53 = p i 53	q u ⁵³ + p i ⁵³	4-2	112
46	Qiandong	belly	4	east2369	ɕʰu1	ɕʰ u 1	tɕʰ u ¹/	4-1	111
47	Chuanqiandian	belly	4	nort3244	plaŋ1	p l a ŋ 1	p l a ŋ ¹/	4-3	113
48	Diandongbei	belly	4	larg1235	a3=ɕʰao1	a 3 =ɕʰ a o 1	a ³/ → tɕʰ a o ¹/	4-1	111
49	Hmong Daw	belly	4	hmon1333	pla1	p l a 1	p l a ¹/	4-3	113
50	Hmong Njua	belly	4	hmon1264	plaŋ1	p l a ŋ 1	p l a ŋ ¹/	4-3	113
51	Bunu	belly	4	buna1273	ka3=ƛǝŋ1	k a 3 = ƛ ǝ ŋ 1	k a ³/ + tɬ ǝ ŋ ¹/	4-3	113
52	Baonao	belly	4	buna1273	ɲ̥au3	ɲ̥ au 3	ɲ̥ a u ³/	4-4	114
53	Numao	belly	4	numa1251	ɲ̥uŋ3	ɲ̥ u ŋ 3	ɲ̥ u ŋ ³/	4-4	114
54	Longhua Jiongnai	belly	4	jion1236	tʰe44	tʰ e 44	tʰ e ⁴⁴	4-5	115
55	Liuxiang Jiongnai	belly	4	jion1236	tʰey44	tʰ e y 44	tʰ e j ⁴⁴	4-5	115
56	Xiaozhai Younuo	belly	4	youn1235	ta31-tu33	t a 31 - t u 33	t a ³¹ + t u ³³	4-6	116
57	Huangluo Younuo	belly	4	youn1235	ta31-tu33	t a 31 - t u 33	t a ³¹ + t u ³³	4-6	116
58	Northern Pa-Hng	belly	4	pahn1237	a33=ŋ̥ŋ22	a 33 = ŋ̥ŋ 22	a ³³ + ŋ ŋ̊ ²²	4-4	114
59	Southern Pa-Hng	belly	4	pahn1237	a44=ŋ̥ŋ31	a 44 = ŋ̥ŋ 31	a ⁴⁴ + ŋ ŋ̊ ³¹	4-4	114
60	Hm-Nai	belly	4	wuna1248	naŋ35=n̥n13	n a ŋ 35 = n̥ n 13	n a ŋ ³⁵ + n̥ n ¹³	4-4	114
61	Western Xiangxi	big	5	nort2748	li̯o2	l i̯ o 2	l j o ²/	5-1	144
62	Eastern Xiangxi	big	5	east2371	ʎ̥ʰɔ53	ʎ̥ʰ ɔ 53	ʎ̥ʰ ɔ ⁵³	5-1	144
63	Qiandong	big	5	east2369	l̥ʰiǝ1	l̥ʰ i ǝ 1	l̥ʰ i ǝ ¹/	5-1	144
64	Chuanqiandian	big	5	nort3244	lo2	l o 2	l o ²/	5-1	144
65	Diandongbei	big	5	larg1235	l̥o1 ~ a3=laɯ4	a 3 = l a ɯ 4	a ³/ + l a ɯ ⁴/	5-1	144
66	Hmong Daw	big	5	hmon1333	lɔ2	l ɔ 2	l ɔ ²/	5-1	144
67	Hmong Njua	big	5	hmon1264	lu5	l u 5	l u ⁵/	5-1	144
68	Bunu	big	5	buna1273	laŋ8	l a ŋ 8	l a ŋ ⁸/	5-2	145
69	Baonao	big	5	buna1273	lʰi̯uɔ1	lʰ i̯ u ɔ 1	lʰ j u ɔ ¹/	5-1	144
70	Numao	big	5	numa1251	lo8	l o 8	l o ⁸/	5-2	145
71	Longhua Jiongnai	big	5	jion1236	l̥i̯eu44	l̥ i̯ e u 44	l̥ j e u ⁴⁴	5-1	144
72	Liuxiang Jiongnai	big	5	jion1236	l̥i̯eu44	l̥ i̯ e u 44	l̥ j e u ⁴⁴	5-1	144
73	Xiaozhai Younuo	big	5	youn1235	liu33	l i u 33	l i u ³³	5-1	144
74	Huangluo Younuo	big	5	youn1235	liu33	l i u 33	l i u ³³	5-1	144
75	Northern Pa-Hng	big	5	pahn1237	l̥i̯o35	l̥ i̯ o 35	l̥ j o ³⁵	5-1	144
76	Southern Pa-Hng	big	5	pahn1237	l̥i̯o35	l̥ i̯ o 35	l̥ j o ³⁵	5-1	144
77	Hm-Nai	big	5	wuna1248	l̥i̯o35	l̥ i̯ o 35	l̥ j o ³⁵	5-1	144
78	Western Xiangxi	bird	6	nort2748	ta1=nu6	t a 1 = n u 6	t a ¹/ + n u ⁶/	6-1	170
79	Eastern Xiangxi	bird	6	east2371	nɔ11	n ɔ 11	n ɔ ¹¹	6-1	170
80	Qiandong	bird	6	east2369	nǝu6	n ǝ u 6	n ǝ u ⁶/	6-1	170
81	Chuanqiandian	bird	6	nort3244	noŋ6	n o ŋ 6	n o ŋ ⁶/	6-1	170
82	Diandongbei	bird	6	larg1235	nao6	n a o 6	n a o ⁶/	6-1	170
83	Hmong Daw	bird	6	hmon1333	nõ6	n õ 6	n õ ⁶/	6-1	170
84	Hmong Njua	bird	6	hmon1264	noŋ6	n o ŋ 6	n o ŋ ⁶/	6-1	170
85	Bunu	bird	6	buna1273	naŋ6	n a ŋ 6	n a ŋ ⁶/	6-1	170
86	Baonao	bird	6	buna1273	nuɔ6	n u ɔ 6	n u ɔ ⁶/	6-1	170
87	Numao	bird	6	numa1251	nou6	n o u 6	n o u ⁶/	6-1	170
88	Longhua Jiongnai	bird	6	jion1236	nɔuŋ22	n ɔ u ŋ 22	n ɔ u ŋ ²²	6-1	170
89	Liuxiang Jiongnai	bird	6	jion1236	nɔ21	n ɔ 21	n ɔ ²¹	6-1	170
90	Xiaozhai Younuo	bird	6	youn1235	noŋ31	n o ŋ 31	n o ŋ ³¹	6-1	170
91	Huangluo Younuo	bird	6	youn1235	noŋ22	n o ŋ 22	n o ŋ ²²	6-1	170
92	Northern Pa-Hng	bird	6	pahn1237	taŋ35=moŋ44	t a ŋ 35 = m o ŋ 44	t a ŋ ³⁵ + m o ŋ ⁴⁴	6-1	170
93	Southern Pa-Hng	bird	6	pahn1237	tɔ̃35=mõ44	t ɔ̃ 35 = m õ 44	t ɔ̃ ³⁵ + m õ ⁴⁴	6-1	170
94	Hm-Nai	bird	6	wuna1248	taŋ35=nuŋ31	t a ŋ 35 = n u ŋ 31	t a ŋ ³⁵ + n u ŋ ³¹	6-1	170
95	Western Xiangxi	bite	7	nort2748	to4	t o 4	t o ⁴/	7-1	202
96	Eastern Xiangxi	bite	7	east2371	tɔ35	t ɔ 35	t ɔ ³⁵	7-1	202
97	Qiandong	bite	7	east2369	tǝ8	t ǝ 8	t ǝ ⁸/	7-1	202
98	Chuanqiandian	bite	7	nort3244	to8	t o 8	t o ⁸/	7-1	202
99	Diandongbei	bite	7	larg1235	so5-so5	s o 5 - s o 5	s o ⁵/ + s o ⁵/	7-2	203
100	Hmong Daw	bite	7	hmon1333	tɔ7	t ɔ 7	t ɔ ⁷/	7-1	202
101	Hmong Njua	bite	7	hmon1264	tu7	t u 7	t u ⁷/	7-1	202
102	Bunu	bite	7	buna1273	tɔ8	t ɔ 8	t ɔ ⁸/	7-1	202
103	Baonao	bite	7	buna1273	tuɔ8	t u ɔ 8	t u ɔ ⁸/	7-1	202
104	Numao	bite	7	numa1251	tɑu8	t ɑ u 8	t ɑ u ⁸/	7-1	202
105	Longhua Jiongnai	bite	7	jion1236	tu32	t u 32	t u ³²	7-1	202
106	Liuxiang Jiongnai	bite	7	jion1236	tu32	t u 32	t u ³²	7-1	202
107	Northern Pa-Hng	bite	7	pahn1237	ta31	t a 31	t a ³¹	7-1	202
108	Southern Pa-Hng	bite	7	pahn1237	tɦa31	tɦ a 31	tʰ a ³¹	7-1	202
109	Hm-Nai	bite	7	wuna1248	tʰa31	tʰ a 31	tʰ a ³¹	7-1	202
110	Western Xiangxi	black	8	nort2748	qu̯e1	q u̯ e 1	q w e ¹/	8-1	245
111	Eastern Xiangxi	black	8	east2371	qwe53	qw e 53	q w e ⁵³	8-1	245
112	Qiandong	black	8	east2369	ɬɛ1	ɬ ɛ 1	ɬ ɛ ¹/	8-1	245
113	Chuanqiandian	black	8	nort3244	tlo1	t l o 1	t l o ¹/	8-1	245
114	Diandongbei	black	8	larg1235	ƛu1	ƛ u 1	tɬ u ¹/	8-1	245
115	Hmong Daw	black	8	hmon1333	ʼdu1	ʼd u 1	ˀd u ¹/	8-1	245
116	Hmong Njua	black	8	hmon1264	ƛu1	ƛ u 1	tɬ u ¹/	8-1	245
117	Bunu	black	8	buna1273	ƛuŋ1	ƛ u ŋ 1	tɬ u ŋ ¹/	8-1	245
118	Baonao	black	8	buna1273	ƛi̯ɔ1	ƛ i̯ ɔ 1	tɬ j ɔ ¹/	8-1	245
119	Numao	black	8	numa1251	ƛi̯uŋ1	ƛ i̯ u ŋ 1	tɬ j u ŋ ¹/	8-1	245
120	Longhua Jiongnai	black	8	jion1236	klaŋ44	k l a ŋ 44	k l a ŋ ⁴⁴	8-1	245
121	Liuxiang Jiongnai	black	8	jion1236	klã44	k l ã 44	k l ã ⁴⁴	8-1	245
122	Xiaozhai Younuo	black	8	youn1235	kuŋ33	k u ŋ 33	k u ŋ ³³	8-1	245
123	Huangluo Younuo	black	8	youn1235	ku33	k u 33	k u ³³	8-1	245
124	Northern Pa-Hng	black	8	pahn1237	kwaŋ33	kw a ŋ 33	k w a ŋ ³³	8-1	245
125	Southern Pa-Hng	black	8	pahn1237	kɦwɔ̃33	kɦ w ɔ̃ 33	kʰ w ɔ̃ ³³	8-1	245
126	Hm-Nai	black	8	wuna1248	quŋ31	q u ŋ 31	q u ŋ ³¹	8-1	245
127	Western Xiangxi	blood	9	nort2748	ɲɕʰin3	ɲɕʰ i n 3	ɲ tɕʰ i n ³/	9-1	272
128	Eastern Xiangxi	blood	9	east2371	cʰe55	cʰ e 55	tsʰ e ⁵⁵	9-1	272
129	Qiandong	blood	9	east2369	ʃʰaŋ3	ʃʰ a ŋ 3	ɕʰ a ŋ ³/	9-1	272
130	Chuanqiandian	blood	9	nort3244	nc̢ʰaŋ3	n c̢ʰ a ŋ 3	n ʈʂʰ a ŋ ³/	9-1	272
131	Diandongbei	blood	9	larg1235	ɳc̢aɯ3	ɳ c̢ a ɯ 3	ɳ tʂ a ɯ ³/	9-1	272
132	Hmong Daw	blood	9	hmon1333	nčʰa3	n čʰ a 3	n tʃʰ a ³/	9-1	272
133	Hmong Njua	blood	9	hmon1264	ɲčʰaŋ2	ɲ čʰ a ŋ 2	ɲ tʃʰ a ŋ ²/	9-1	272
134	Bunu	blood	9	buna1273	ncʰǝŋ3	n cʰ ǝ ŋ 3	n tsʰ ǝ ŋ ³/	9-1	272
135	Baonao	blood	9	buna1273	ncʰɒ3	n cʰ ɒ 3	n tsʰ ɒ ³/	9-1	272
136	Numao	blood	9	numa1251	ncʰi̯ɑn3	n cʰ i̯ ɑ n 3	n tsʰ j ɑ n ³/	9-1	272
137	Longhua Jiongnai	blood	9	jion1236	θi53	θ i 53	θ i ⁵³	9-1	272
138	Liuxiang Jiongnai	blood	9	jion1236	θi35	θ i 35	θ i ³⁵	9-1	272
139	Xiaozhai Younuo	blood	9	youn1235	cʰun22	cʰ u n 22	tsʰ u n ²²	9-1	272
140	Huangluo Younuo	blood	9	youn1235	cʰun22	cʰ u n 22	tsʰ u n ²²	9-1	272
141	Northern Pa-Hng	blood	9	pahn1237	ɲ̥ei22	ɲ̥ e i 22	ɲ̥ e i ²²	9-1	272
142	Southern Pa-Hng	blood	9	pahn1237	ɲ̥ɕe31	ɲ̥ɕ e 31	ɲ̥ tɕ e ³¹	9-1	272
143	Hm-Nai	blood	9	wuna1248	ɲ̥ɕʰei13	ɲ̥ɕʰ e i 13	ɲ̥ tɕʰ e i ¹³	9-1	272
144	Western Xiangxi	bone	10	nort2748	qo1=soŋ3	q o 1 =s o ŋ 3	q o ¹/ + s o ŋ ³/	10-1	8
145	Eastern Xiangxi	bone	10	east2371	qu31=sɤ55	q u 31 =s ɤ 55	q u ³¹ + s ɤ ⁵⁵	10-1	8
146	Qiandong	bone	10	east2369	po3=sʰoŋ3	p o 3 =sʰ o ŋ 3	p o ³/ → sʰ o ŋ ³/	10-1	8
147	Western Xiangxi	breast	11	nort2748	qo1=moŋ2=lɛ̃2	q o 1 = m o ŋ 2 = l ɛ̃ 2	q o ¹/ + m o ŋ ²/ + l ɛ̃ ²/	11-1	30
148	Eastern Xiangxi	breast	11	east2371	ʆuŋ55-pʰu31	ʆ u ŋ 55 - pʰ u 31	ɕ u ŋ ⁵⁵ + pʰ u ³¹	11--1	29
149	Qiandong	breast	11	east2369	kaŋ1-kǝu7	k a ŋ 1 - k ǝ u 7	k a ŋ ¹/ + k ǝ u ⁷/	11-2	31
150	Chuanqiandian	breast	11	nort3244	hǝu3=ɳʈao1	h ǝ u 3 = ɳ ʈ a o 1	h ǝ u ³/ + ɳ ʈ a o ¹/	11-3	32
151	Diandongbei	breast	11	larg1235	fao3=hi5=ɳto1	f a o 3 =h i 5 = ɳ t o 1	f a o ³/ → h i ⁵/ + ɳ t o ¹/	11-3	32
152	Hmong Daw	breast	11	hmon1333	hɔw3=ši̯a1	h ɔ w 3 = š i̯ a 1	h ɔ w ³/ + ʃ j a ¹/	11-4	33
153	Hmong Njua	breast	11	hmon1264	hau2=ša1	h au 2 = š a 1	h a u ²/ + ʃ a ¹/	11-4	33
154	Bunu	breast	11	buna1273	fa3=mpi̯au6	f a 3 = m p i̯ au 6	f a ³/ + m p j a u ⁶/	11-5	34
155	Baonao	breast	11	buna1273	pey3=nƛɒ2	p e y 3 = n ƛ ɒ 2	p e j ³/ + n tɬ ɒ ²/	11-6	35
156	Numao	breast	11	numa1251	ti̯e6	t i̯ e 6	t j e ⁶/	11-7	36
157	Longhua Jiongnai	breast	11	jion1236	mplay33	m p l a y 33	m p l a j ³³	11-5	34
158	Liuxiang Jiongnai	breast	11	jion1236	mplɛ31	m p l ɛ 31	m p l ɛ ³¹	11-5	34
159	Xiaozhai Younuo	breast	11	youn1235	fɔ33=sǝn35=lau35	f ɔ 33 =s ǝ n 35 = l au 35	f ɔ ³³ + s ǝ n ³⁵ + l a u ³⁵	11-5	34
160	Huangluo Younuo	breast	11	youn1235	fɔ33=sǝn33=lau53	f ɔ 33 =s ǝ n 33 = l au 53	f ɔ ³³ + s ǝ n ³³ + l a u ⁵³	11-5	34
161	Northern Pa-Hng	breast	11	pahn1237	a33=ɕaŋ53	a 33 =ɕ a ŋ 53	a ³³ + tɕ a ŋ ⁵³	11-8	37
162	Southern Pa-Hng	breast	11	pahn1237	a44=ɕɔ̃53	a 44 =ɕ ɔ̃ 53	a ⁴⁴ + tɕ ɔ̃ ⁵³	11-8	37
163	Hm-Nai	breast	11	wuna1248	naŋ35=ɕuŋ53	n a ŋ 35 =ɕ u ŋ 53	n a ŋ ³⁵ + tɕ u ŋ ⁵³	11-8	37
164	Western Xiangxi	burn tr.	12	nort2748	ɔ1	ɔ 1	ɔ ¹/	12-1	41
165	Eastern Xiangxi	burn tr.	12	east2371	ɔ53	ɔ 53	ɔ ⁵³	12-1	41
166	Qiandong	burn tr.	12	east2369	tio3	t i o 3	t i o ³/	12-2	42
167	Chuanqiandian	burn tr.	12	nort3244	fau3	f au 3	f a u ³/	12-2	42
168	Diandongbei	burn tr.	12	larg1235	ƛao3	ƛ a o 3	tɬ a o ³/	12-2	42
169	Hmong Daw	burn tr.	12	hmon1333	l̥ǝw3	l̥ ǝ w 3	l̥ ǝ w ³/	12-2	42
170	Hmong Njua	burn tr.	12	hmon1264	ɬaʉ2	ɬ a ʉ 2	ɬ a ʉ ²/	12-2	42
171	Bunu	burn tr.	12	buna1273	ʈa3	ʈ a 3	ʈ a ³/	12-2	42
172	Baonao	burn tr.	12	buna1273	ɕa3	ɕ a 3	tɕ a ³/	12-2	42
173	Numao	burn tr.	12	numa1251	ti̯u3	t i̯ u 3	t j u ³/	12-2	42
174	Longhua Jiongnai	burn tr.	12	jion1236	v̥a53	v̥ a 53	v̥ a ⁵³	12-3	43
175	Liuxiang Jiongnai	burn tr.	12	jion1236	hwa35	hw a 35	w̥ a ³⁵	12-3	43
176	Xiaozhai Younuo	burn tr.	12	youn1235	tʰou22	tʰ o u 22	tʰ o u ²²	12-2	42
177	Huangluo Younuo	burn tr.	12	youn1235	tʰou22	tʰ o u 22	tʰ o u ²²	12-2	42
178	Northern Pa-Hng	burn tr.	12	pahn1237	pʰo22	pʰ o 22	pʰ o ²²	12-4	44
179	Southern Pa-Hng	burn tr.	12	pahn1237	pʰo31	pʰ o 31	pʰ o ³¹	12-4	44
180	Hm-Nai	burn tr.	12	wuna1248	ti̯aŋ35	t i̯ a ŋ 35	t j a ŋ ³⁵	12-5	45
181	Western Xiangxi	claw(nail)	13	nort2748	po5=ʈei5	p o 5 = ʈ e i 5	p o ⁵/ + ʈ e i ⁵/	13-1	46
182	Western Xiangxi	cloud	14	nort2748	ki̯a3=tu5	k i̯ a 3 = t u 5	k j a ³/ + t u ⁵/	14-1	48
183	Eastern Xiangxi	cloud	14	east2371	ʑü31-dɯ31	ʑ ü 31 - d ɯ 31	ʑ y ³¹ + d ɯ ³¹	14--1	47
184	Qiandong	cloud	14	east2369	ten5=en5	t e n 5 = e n 5	t e n ⁵/ + e n ⁵/	14-2	49
185	Chuanqiandian	cloud	14	nort3244	hua1	h u a 1	h u a ¹/	14-3	50
186	Diandongbei	cloud	14	larg1235	haɯ3-po7	h a ɯ 3 - p o 7	h a ɯ ³/ + p o ⁷/	14-3	50
187	Hmong Daw	cloud	14	hmon1333	hu̯ǝ1	h u̯ ǝ 1	h w ǝ ¹/	14-3	50
188	Hmong Njua	cloud	14	hmon1264	fu̯a1	f u̯ a 1	f w a ¹/	14-3	50
189	Bunu	cloud	14	buna1273	ka3=hu3	k a 3 =h u 3	k a ³/ → h u ³/	14-3	50
190	Baonao	cloud	14	buna1273	tei3=ɔŋ1-ŋkɔ2	t e i 3 = ɔ ŋ 1 - ŋ k ɔ 2	t e i ³/ + ɔ ŋ ¹/ + ŋ k ɔ ²/	14-4	51
191	Numao	cloud	14	numa1251	ou1	o u 1	o u ¹/	14-4	51
192	Longhua Jiongnai	cloud	14	jion1236	ti̯ɔŋ35	t i̯ ɔ ŋ 35	t j ɔ ŋ ³⁵	14-5	52
193	Liuxiang Jiongnai	cloud	14	jion1236	ti̯aŋ22	t i̯ a ŋ 22	t j a ŋ ²²	14-5	52
194	Xiaozhai Younuo	cloud	14	youn1235	hau33	h au 33	h a u ³³	14-3	50
195	Huangluo Younuo	cloud	14	youn1235	hau33	h au 33	h a u ³³	14-3	50
196	Northern Pa-Hng	cloud	14	pahn1237	qa33=toŋ55	q a 33 = t o ŋ 55	q a ³³ + t o ŋ ⁵⁵	14-5	52
197	Southern Pa-Hng	cloud	14	pahn1237	qa31=tõ55	q a 31 = t õ 55	q a ³¹ + t õ ⁵⁵	14-5	52
198	Hm-Nai	cloud	14	wuna1248	ho35	h o 35	h o ³⁵	14-3	50
199	Western Xiangxi	cold	15	nort2748	cɛ̃4	c ɛ̃ 4	ts ɛ̃ ⁴/	15-1	53
200	Eastern Xiangxi	cold	15	east2371	ʒɛ35	ʒ ɛ 35	dz ɛ ³⁵	15-1	53
201	Qiandong	cold	15	east2369	sei4	s e i 4	s e i ⁴/	15-1	53
202	Chuanqiandian	cold	15	nort3244	ʒa6	ʒ a 6	dz a ⁶/	15-2	54
203	Diandongbei	cold	15	larg1235	ɕie4	ɕ i e 4	tɕ i e ⁴/	15-1	53
204	Hmong Daw	cold	15	hmon1333	ci̯a5	c i̯ a 5	ts j a ⁵/	15-1	53
205	Hmong Njua	cold	15	hmon1264	ca6	c a 6	ts a ⁶/	15-1	53
206	Bunu	cold	15	buna1273	θǝŋ4	θ ǝ ŋ 4	θ ǝ ŋ ⁴/	15-1	53
207	Western Xiangxi	come	16	nort2748	lo4	l o 4	l o ⁴/	16-1	55
208	Eastern Xiangxi	come	16	east2371	lɔ33	l ɔ 33	l ɔ ³³	16-1	55
209	Qiandong	come	16	east2369	ta2	t a 2	t a ²/	16-2	56
210	Chuanqiandian	come	16	nort3244	tua2	t u a 2	t u a ²/	16-2	56
211	Diandongbei	come	16	larg1235	ta2	t a 2	t a ²/	16-2	56
212	Hmong Daw	come	16	hmon1333	tu̯ǝ2	t u̯ ǝ 2	t w ǝ ²/	16-2	56
213	Hmong Njua	come	16	hmon1264	tu̯a5	t u̯ a 5	t w a ⁵/	16-2	56
214	Bunu	come	16	buna1273	lɔ4	l ɔ 4	l ɔ ⁴/	16-1	55
215	Baonao	come	16	buna1273	tuɔ2	t u ɔ 2	t u ɔ ²/	16-2	56
216	Numao	come	16	numa1251	lɑu4	l ɑ u 4	l ɑ u ⁴/	16-1	55
217	Longhua Jiongnai	come	16	jion1236	lɔu31	l ɔ u 31	l ɔ u ³¹	16-1	55
218	Liuxiang Jiongnai	come	16	jion1236	lo53	l o 53	l o ⁵³	16-1	55
219	Xiaozhai Younuo	come	16	youn1235	tɔ13	t ɔ 13	t ɔ ¹³	16-2	56
